Text,President
"Abroad and at home, the key to those new responsibilities lies in the placing and the division of responsibility. We have lived too long with the consequences of attempting to gather all power and responsibility in Washington.",Nixon2
,Nixon2
"Abroad and at home, the time has come to turn away from the condescending policies of paternalism--of ""Washington knows best.""",Nixon2
,Nixon2
"A person can be expected to act responsibly only if he has responsibility. This is human nature. So let us encourage individuals at home and nations abroad to do more for themselves, to decide more for themselves. Let us locate responsibility in more places. Let us measure what we will do for others by what they will do for themselves.",Nixon2
,Nixon2
"That is why today I offer no promise of a purely governmental solution for every problem. We have lived too long with that false promise. In trusting too much in government, we have asked of it more than it can deliver. This leads only to inflated expectations, to reduced individual effort, and to a disappointment and frustration that erode confidence both in what government can do and in hat people can do.",Nixon2
,Nixon2
Government must learn to take less from people so that people an do more for themselves.,Nixon2
,Nixon2
"Let us remember that America was built not by government, but by people--not by welfare, but by work--not by shirking responsibility, but by seeking responsibility.",Nixon2
,Nixon2
"In our own lives, let each of us ask--not just what will government do for me, but what can I do for myself?",Nixon2
,Nixon2
"In the challenges we face together, let each of us ask--not just how can government help, but how can I help?",Nixon2
,Nixon2
"Your National Government has a great and vital role to play. And I pledge to you that where this Government should act, we will act boldly and we will lead boldly. But just as important is the role that each and every one of us must play, as an individual and as a member of his own community.",Nixon2
